"","dept","course_num","title","time","dist","semester"
"41","african-american-studies","AFAM 480","Senior Colloquium: African American Studies","Th 9:25am-11:15am","not specified","fall"
"42","african-american-studies","AFAM 491","The Senior Essay","HTBA","not specified","both"
"43","african-studies","AFST 150","Global Black Power","W 2:30pm-4:20pm","WR","fall"
"44","african-studies","AFST 180","Nigeria and Its Diaspora","HTBA","SO","spring"
"45","african-studies","AFST 188","From West Africa to the Black Americas: The Black Atlantic Visual Tradition","TTh 11:35am-12:50pm","HU","spring"
"46","african-studies","AFST 205","Sociolinguistics","TTh 11:35am-12:50pm","SO","spring"
"47","african-studies","AFST 335","A History of South Africa","MW 11:35am-12:25pm","HU","spring"
"48","african-studies","AFST 343","Postcolonialism in Africa and the Middle East","HTBA","WR","fall"
"49","african-studies","AFST 348","Islamic Social Movements","Th 1:30pm-3:20pm","SO","spring"
"50","african-studies","AFST 373","ImperialismInsurgencyand State Building in the Middle East and North Africa","Th 9:25am-11:15am","SO","spring"
"51","african-studies","AFST 381","Government and Politics in Africa","MW 9am-10:15am","SO","fall"
"52","african-studies","AFST 389","Middle East Exceptionalism","W 1:30pm-3:20pm","SO","spring"
"53","african-studies","AFST 401","Research Methods in African Studies","MW 9am-10:15am","not specified","fall"
"54","african-studies","AFST 408","English as a World Language","HTBA","HU","fall"
"55","african-studies","AFST 420","The Politics of Development Assistance","HTBA","SO","fall"
"56","african-studies","AFST 430","Language Planning in Sub-Saharan Africa","HTBA","HU","spring"
"57","african-studies","AFST 435","West African Dance: Traditional to Contemporary","TTh 1:30pm-3:20pm","HU","fall"
"58","african-studies","AFST 440","Africa's Economic Transformation: Challenges and Prospects","F 9:25am-11:15am","SO","fall"
"59","african-studies","AFST 447","The Rwandan Genocide in Comparative Context","HTBA","SO","spring"
"60","african-studies","AFST 464","The Economics of Africa","T 1:30pm-3:20pm","SO","fall"
"61","african-studies","AFST 476","The Two Congos: Literature and Culture in the Heart of Africa","T 1:30pm-3:20pm","HU","spring"
"62","african-studies","AFST 486","Slavery and the Slave Trade in Africa","W 1:30pm-3:20pm","WR","fall"
"63","african-studies","AFST 490","African Studies Colloquium","HTBA","HU","fall"
"64","african-studies","AFST 491","The Senior Essay","HTBA","not specified","both"
"65","african-studies","SWAH 110","Beginning Kiswahili I","MTWThF 9:25am-10:15am","L1","fall"
"66","african-studies","SWAH 120","Beginning Kiswahili II","MTWThF 9:25am-10:15am","L2","spring"
"67","african-studies","SWAH 130","Intermediate Kiswahili I","MTWThF 11:35am-12:25pm","L3","fall"
"68","african-studies","SWAH 140","Intermediate Kiswahili II","MTWThF 11:35am-12:25pm","L4","spring"
"69","african-studies","SWAH 150","Advanced Kiswahili I","TTh 1pm-2:15pm","L5","fall"
"70","african-studies","SWAH 160","Advanced Kiswahili II","TTh 1pm-2:15pm","L5","spring"
"71","african-studies","SWAH 170","Topics in Kiswahili Literature","TTh 10:30am-11:20am; F 8:20am-9:10am","L5","fall"
"72","african-studies","YORU 110","Beginning Yorùbá I","MTWThF 10:30am-11:20am","L1","fall"
"73","african-studies","YORU 120","Beginning Yorùbá II","MTWThF 10:30am-11:20am","L2","spring"
"74","african-studies","YORU 130","Intermediate Yorùbá I","MTWThF 11:35am-12:25pm","L3","fall"
"75","african-studies","YORU 140","Intermediate Yorùbá II","MTWThF 11:35am-12:25pm","L4","spring"
"76","african-studies","YORU 150","Advanced Yorùbá I","HTBA","L5","fall"
"77","african-studies","YORU 160","Advanced Yorùbá II","HTBA","L5","spring"
"78","african-studies","YORU 170","Topics in Yorùbá Literature and Culture","TTh 4pm-5:15pm","L5","fall"
"79","african-studies","YORU 180","Advanced Topics in Yorùbá Literature and Culture","TTh 1pm-2:15pm","L5","fall"
"80","african-studies","ZULU 110","Beginning isiZulu I","HTBA","L1","fall"
"81","african-studies","ZULU 120","Beginning isiZulu II","HTBA","L2","spring"
"82","african-studies","ZULU 130","Intermediate isiZulu I","MTWThF 9:25am-10:15am","L3","fall"
"83","african-studies","ZULU 140","Intermediate isiZulu II","MTWThF 9:25am-10:15am","L4","spring"
"84","near-eastern-languages-civilizations","NELC 001","Egypt and Northeast Africa: A Multidisciplinary Approach","MW 11:35am-12:50pm","WR","spring"
"85","near-eastern-languages-civilizations","NELC 101","Origins of Western Civilization: The Near East from Alexander to Muhammad","HTBA","HU","fall"
"86","near-eastern-languages-civilizations","NELC 103","The Art of Ancient Palaces","MW 2:30pm-3:45pm","HU","fall"
"87","near-eastern-languages-civilizations","NELC 104","Art of the Ancient Near East and Aegean","MW 2:30pm-3:45pm","HU","spring"
"88","near-eastern-languages-civilizations","NELC 112","Egyptian Religion through the Ages","MW 11:35am-12:50pm","HU","fall"
"89","near-eastern-languages-civilizations","NELC 121","The Hero in the Ancient Near East","HTBA","WR","fall"
"90","near-eastern-languages-civilizations","NELC 220","Lives in Ancient Egypt","HTBA","HU","spring"
"91","near-eastern-languages-civilizations","NELC 230","Mesopotamia's Literary Legacy","HTBA","HU","spring"
"92","near-eastern-languages-civilizations","NELC 250","Assyria: The First Near Eastern Empire","F 2:30pm-4:20pm","HU","spring"
"93","near-eastern-languages-civilizations","NELC 351","Antiquity in Islam","TTh 1pm-2:15pm","HU","spring"
"94","near-eastern-languages-civilizations","NELC 403","The Middle East between Crusaders and Mongols","T 3:30pm-5:20pm","WR","spring"
"95","near-eastern-languages-civilizations","NELC 404","Mamluk Egypt","Th 1:30pm-3:20pm","WR","spring"
"96","near-eastern-languages-civilizations","NELC 120","Egyptomania","HTBA","HU","fall"
"97","near-eastern-languages-civilizations","NELC 155","State and Society in Israel","HTBA","HU","fall"
"98","near-eastern-languages-civilizations","EGYP 110","Introduction to Classical Hieroglyphic Egyptian I","TTh 9am-10:15am","L1","fall"
"99","near-eastern-languages-civilizations","EGYP 120","Introduction to Classical Hieroglyphic Egyptian II","TTh 9am-10:15am","L2","spring"
"100","near-eastern-languages-civilizations","HEBR 110","Elementary Modern Hebrew I","not listed","L1","fall"
"101","near-eastern-languages-civilizations","HEBR 120","Elementary Modern Hebrew II","not listed","L2","spring"
"102","near-eastern-languages-civilizations","HEBR 130","Intermediate Modern Hebrew I","not listed","L3","fall"
"103","near-eastern-languages-civilizations","HEBR 140","Intermediate Modern Hebrew II","not listed","L4","spring"
"104","near-eastern-languages-civilizations","HEBR 158","Contemporary Israeli Society in Film","TTh 11:35am-12:50pm","L5","spring"
"105","near-eastern-languages-civilizations","HEBR 159","Conversational Hebrew: Israeli Media","TTh 2:30pm-3:45pm","L5","fall"
"106","near-eastern-languages-civilizations","HEBR 160","Hebrew in a Changing World","MW 1pm-2:15pm","L5","fall"
"107","near-eastern-languages-civilizations","ARBC 110","Elementary Modern Standard Arabic I","not listed","L1","fall"
"108","near-eastern-languages-civilizations","ARBC 120","Elementary Modern Standard Arabic II","not listed","L2","spring"
"109","near-eastern-languages-civilizations","ARBC 130","Intermediate Modern Standard Arabic I","not listed","L3","fall"
"110","near-eastern-languages-civilizations","ARBC 136","Intermediate Classical Arabic I","HTBA","L3","fall"
"111","near-eastern-languages-civilizations","ARBC 140","Intermediate Modern Standard Arabic II","not listed","L4","spring"
"112","near-eastern-languages-civilizations","ARBC 146","Intermediate Classical Arabic II","HTBA","L4","spring"
"113","near-eastern-languages-civilizations","ARBC 150","Advanced Modern Standard Arabic I","not listed","L5","fall"
"114","near-eastern-languages-civilizations","ARBC 151","Advanced Modern Standard Arabic II","MW 11:35am-12:50pm","L5","spring"
"115","near-eastern-languages-civilizations","ARBC 164","North African Literature","MW 1pm-2:15pm","L5","spring"
"116","near-eastern-languages-civilizations","ARBC 165","Arabic Seminar","T 3:30pm-5:20pm","L5","both"
"117","near-eastern-languages-civilizations","ARBC 193","Moroccan Arabic","MW 1pm-2:15pm","not specified","fall"
"118","near-eastern-languages-civilizations","ARBC 471","Directed Reading and Research","HTBA","not specified","fall"
"119","near-eastern-languages-civilizations","PERS 110","Elementary Persian I","MTWThF 10:30am-11:20am","L1","fall"
"120","near-eastern-languages-civilizations","PERS 120","Elementary Persian II","MTWThF 10:30am-11:20am","L2","spring"
"121","near-eastern-languages-civilizations","PERS 130","Intermediate Persian I","HTBA","L3","fall"
"122","near-eastern-languages-civilizations","PERS 140","Intermediate Persian II","HTBA","L4","spring"
"123","near-eastern-languages-civilizations","PERS 151","Persian Culture and Media","MW 2:30pm-3:45pm","L5","fall"
"124","near-eastern-languages-civilizations","PERS 471","Directed Reading in Persian<br/>","HTBA","not specified","both"
"125","near-eastern-languages-civilizations","TKSH 110","Elementary Modern Turkish I","MTWThF 10:30am-11:20am","L1","fall"
"126","near-eastern-languages-civilizations","TKSH 120","Elementary Modern Turkish II","MTWThF 10:30am-11:20am","L2","spring"
"127","near-eastern-languages-civilizations","TKSH 130","Intermediate Turkish I","TTh 11:35am-12:50pm","L3","fall"
"128","near-eastern-languages-civilizations","TKSH 140","Intermediate Turkish II","TTh 11:35am-12:50pm","L4","spring"
"129","near-eastern-languages-civilizations","TKSH 151","Advanced Turkish II","MW 1pm-2:15pm","L5","spring"
"130","near-eastern-languages-civilizations","TKSH 471","Directed Reading and Research in Turkish","HTBA","not specified","both"
"131","near-eastern-languages-civilizations","NELC 492","The Senior Essay","HTBA","not specified","fall"
"132","american-studies","AMST 002","American Consumer Culture in the Twentieth Century","TTh 1pm-2:15pm","WR","spring"
"133","american-studies","AMST 014","History of U.S.–Latin American Relations","TTh 1pm-2:15pm","WR","fall"
"134","american-studies","AMST 016","Literary Cities: New YorkChicagoSan Francisco","TTh 2:30pm-3:45pm","WR","fall"
"135","american-studies","AMST 017","Travel Literature of the Americas","TTh 2:30pm-3:45pm","not specified","fall"
"136","american-studies","AMST 018","Twentieth-Century African American Poetry","MW 11:35am-12:50pm","HU","fall"
"137","american-studies","AMST 019","Commodities as U.S. History","MW 11:35am-12:50pm","not specified","fall"
"138","american-studies","AMST 060","Significance of American Slavery","MW 1pm-2:15pm","WR","fall"
"139","american-studies","AMST 125","The Long Civil Rights Movement","TTh 11:35am-12:25pm","HU","fall"
"140","american-studies","AMST 131","American Politics and Society1900–1945","MW 2:30pm-3:20pm","HU","spring"
"141","american-studies","AMST 135","U.S. Lesbian and Gay History","TTh 10:30am-11:20am","HU","fall"
"142","american-studies","AMST 136","Sexual Modernity and Censorship in American Film","W 1:30pm-3:20pm","HU","fall"
"143","american-studies","AMST 141","The American West","TTh 1:30pm-2:20pm","HU","fall"
"144","american-studies","AMST 160","The Rise and Fall of Atlantic Slavery","HTBA","HU","fall"
"145","american-studies","AMST 163","Introduction to Environmental History","TTh 11:35am-12:50pm","HU","fall"
"146","american-studies","AMST 191","The Formation of Modern American Culture1920 to the Present","TTh 11:35am-12:50pm","HU","spring"
"147","american-studies","AMST 193","Origins of U.S. Global Power","MW 10:30am-11:20am","HU","spring"
"148","american-studies","AMST 194","African American Arts Today","MW 1pm-2:15pm","HU","spring"
"149","american-studies","AMST 195","Religion and Technology","MW 9am-10:15am","HU","fall"
"150","american-studies","AMST 210","Early American Literature to 1865","not listed","HU","both"
"151","american-studies","AMST 211","Race and Gender in American Literature","TTh 11:35am-12:25pm","WR","spring"
"152","american-studies","AMST 235","LanguageDisabilityFiction","Th 1:30pm-3:20pm","HU","fall"
"153","american-studies","AMST 247","Media and Medicine in Modern America","TTh 10:30am-11:20am","HU","fall"
"154","american-studies","AMST 257","Modern Apocalyptic Narratives","W 1:30pm-3:20pm","HU","fall"
"155","american-studies","AMST 258","Wilderness in the North American Imagination","W 9:25am-11:15am","HU","spring"
"156","american-studies","AMST 261","The American Novel since 1945","MW 1:30pm-2:20pm","HU","spring"
"157","american-studies","AMST 306","The Films of Martin Scorsese","Th 3:30pm-5:20pm","HU","fall"
"158","american-studies","AMST 307","SportsCivil Rightsand American Leadership","M 1:30pm-3:20pm","not specified","spring"
"159","american-studies","AMST 310","Interdisciplinary Approaches to African American Studies","W 3:30pm-5:20pm","WR","spring"
"160","american-studies","AMST 314","Gender and Transgender","TTh 1pm-2:15pm","not specified","fall"
"161","american-studies","AMST 315","Colonial Visions and Contemporary Revisions","HTBA","HU","spring"
"162","american-studies","AMST 316","Los Angeles Culture and the 1960s","M 1:30pm-3:20pm","HU","fall"
"163","american-studies","AMST 318","The Problem of Global Poverty","T 1:30pm-3:20pm","WR","fall"
"164","american-studies","AMST 319","American Documentary Films","M 2:30pm-5:20pm","HU","fall"
"165","american-studies","AMST 322","Modern FamiliesIdentitiesand Cultures in Asia and the United States","MW 1pm-2:15pm","WR","spring"
"166","american-studies","AMST 326","Civil Rights and Women's Liberation","Th 9:25am-11:15am","HU","spring"
"167","american-studies","AMST 330","Dystopic and Utopian Fictions","T 1:30pm-3:20pm","HU","spring"
"168","american-studies","AMST 335","Dance and Black Popular Culture","W 3:30pm-5:20pm","HU","spring"
"169","american-studies","AMST 336","Haitian and Dominican Literature and Culture","W 1:30pm-3:20pm","HU","spring"
"170","american-studies","AMST 337","Urban Latina/o Cultures","W 1:30pm-3:20pm","HU","fall"
"171","american-studies","AMST 346","American Literature in the World","HTBA","WR","fall"
"172","american-studies","AMST 348","SpacePlaceand Landscape","W 1:30pm-3:20pm","SO","fall"
"173","american-studies","AMST 364","Documentary and the Environment","TTh 11:35am-12:50pm","HU","spring"
"174","american-studies","AMST 366","Modernism and American Theater","T 1:30pm-3:20pm","not specified","fall"
"175","american-studies","AMST 370","The History of Dance","W 3:30pm-5:20pm","WR","spring"
"176","american-studies","AMST 375","LGBTQ Cinema","W 1:30pm-3:20pm","HU","spring"
"177","american-studies","AMST 381","Poets' Landscapes","T 1:30pm-3:20pm","WR","fall"
"178","american-studies","AMST 382","Culture of the Early Cold War","M 3:30pm-5:20pm","HU","fall"
"179","american-studies","AMST 383","U.S. Border and Immigration Policy","W 1:30pm-3:20pm","SO","spring"
"180","american-studies","AMST 385","Trauma in American Film and Television","Th 9:25am-11:15am","HU","spring"
"181","american-studies","AMST 392","Religion and Popular Culture","T 1:30pm-3:20pm","HU","spring"
"182","american-studies","AMST 397","Critical Race Theory","T 9:25am-11:15am","not specified","spring"
"183","american-studies","AMST 402","Gender and Sexuality in Media and Popular Culture","M 3:30pm-5:20pm","HU","fall"
"184","american-studies","AMST 403","Introduction to Public Humanities","Th 1:30pm-3:20pm","HU","fall"
"185","american-studies","AMST 407","Antebellum America","T 9:25am-11:15am","WR","fall"
"186","american-studies","AMST 416","U.S. Cinema from 1960 to the Mid-1970s","Th 3:30pm-5:20pm","HU","spring"
"187","american-studies","AMST 426","Fictions of Imaginary and Imminent Futures","W 1:30pm-3:20pm","HU","fall"
"188","american-studies","AMST 435","Anthropology of Inequality in America","W 9:25am-11:15am","SO","fall"
"189","american-studies","AMST 440","Twentieth-Century American Culture and Politics in the World","T 3:30pm-5:20pm","HU","spring"
"190","american-studies","AMST 441","Indians and the Spanish Borderlands","T 9:25am-11:15am","WR","spring"
"191","american-studies","AMST 449","Photography and Memory: Public and Private Lives","M 1:30pm-3:20pm","HU","fall"
"192","american-studies","AMST 457","Cultural Capital: New York in the Twentieth Century","Th 1:30pm-3:20pm","WR","fall"
"193","american-studies","AMST 460","African American Poets of the Modern Era","M 1:30pm-3:20pm","HU","fall"
"194","american-studies","AMST 463","Documentary Film Workshop","W 1:30pm-3:20pm","not specified","fall"
"195","american-studies","AMST 466","Contemporary Historical Novels","T 1:30pm-3:20pm","HU","fall"
"196","american-studies","AMST 467","Investigating the Present","M 1:30pm-3:20pm","HU","fall"
"197","american-studies","AMST 480","Theories of History","T 1:30pm-3:20pm","not specified","spring"
"198","american-studies","AMST 483","Urban Public Spaces","T 9:25am-11:15am","SO","fall"
"199","american-studies","AMST 491","Senior Project","not listed","not specified","both"
"200","american-studies","AMST 493","Senior Project for the Intensive Major","W 3:30pm-5:20pm","not specified","fall"
"201","anthropology","ANTH 011","Reproductive Technologies","HTBA","SO","spring"
"202","anthropology","ANTH 012","Exploring SportSocietyand Culture","HTBA","WR","spring"
"203","anthropology","ANTH 030","Inca Culture and Society","HTBA","SO","spring"
"204","anthropology","ANTH 040","The Evolution of Human Uniqueness","HTBA","SO","spring"
"205","anthropology","ANTH 110","An Introduction to Cultural Anthropology","HTBA","SO","spring"
"206","anthropology","ANTH 112","AgentPersonSubjectSelf","HTBA","SO","fall"
"207","anthropology","ANTH 116","Introduction to Biological Anthropology","HTBA","SC","fall"
"208","anthropology","ANTH 169","Anthropological Approaches to Sex","HTBA","SO","fall"
"209","anthropology","ANTH 171","Great Civilizations of the Ancient World","HTBA","SO","spring"
"210","anthropology","ANTH 172","Great Hoaxes and Fantasies in Archaeology","HTBA","SO","fall"
"211","anthropology","ANTH 182","Primate Ecology and Social Behavior","HTBA","SO","fall"
"212","anthropology","ANTH 232","Ancient Civilizations of the Andes","HTBA","SO","spring"
"213","anthropology","ANTH 234","Disability and Culture","HTBA","SO","spring"
"214","anthropology","ANTH 237","SmugglingTraffickingand the Criminal Act","HTBA","SO","fall"
"215","anthropology","ANTH 240","Health of Indigenous Peoples","HTBA","SO","spring"
"216","anthropology","ANTH 242","Human Evolutionary Biology and Life History","HTBA","SC","spring"
"217","anthropology","ANTH 245","Nature and Globalization","HTBA","SO","spring"
"218","anthropology","ANTH 254","Japan: CultureSocietyModernity","HTBA","WR","fall"
"219","anthropology","ANTH 257","Biocultural and Ecological Perspectives on Global Health","HTBA","SO","fall"
"220","anthropology","ANTH 267","Human Evolution","HTBA","SO","spring"
"221","anthropology","ANTH 276","South Asian Social Worlds","HTBA","WR","fall"
"222","anthropology","ANTH 280","Evolution of Primate Intelligence","HTBA","SO","spring"
"223","anthropology","ANTH 302","Gender and Sexuality in Media and Popular Culture","M 3:30pm-5:20pm","HU","fall"
"224","anthropology","ANTH 308","Queer Ethnographies","HTBA","SO","spring"
"225","anthropology","ANTH 310","Mammalogy","HTBA","SC","fall"
"226","anthropology","ANTH 311","Anthropological Theory","HTBA","SO","spring"
"227","anthropology","ANTH 316","Introduction to Archaeological Laboratory Sciences","HTBA","not specified","not specified"
"228","anthropology","ANTH 320","Mesopotamian Origins","HTBA","SO","fall"
"229","anthropology","ANTH 326","Ancient Civilizations of the Eurasian Steppes","HTBA","SO","spring"
"230","anthropology","ANTH 333","Bilingualism in Social Context","HTBA","SO","fall"
"231","anthropology","ANTH 335","Primate Diversity and Evolution","HTBA","SC","spring"
"232","anthropology","ANTH 342","Cultures and Markets in Asia","HTBA","SO","spring"
"233","anthropology","ANTH 346","Anthropological Approaches to Capitalism","HTBA","SO","fall"
"234","anthropology","ANTH 362","Unity and Diversity in Chinese Culture","HTBA","not specified","spring"
"235","anthropology","ANTH 366","Anthropology of Inequality in America","W 9:25am-11:15am","SO","fall"
"236","anthropology","ANTH 370","Anthropology of Information","HTBA","SO","fall"
"237","anthropology","ANTH 371","Modern Indonesia","HTBA","SO","spring"
"238","anthropology","ANTH 382","Environmental Anthropology","Th 9:25am-11:15am","SO","fall"
"239","anthropology","ANTH 384","Art and Ritual in Tribal India","HTBA","HU","fall"
"240","anthropology","ANTH 385","Archaeological Ceramics","HTBA","SO","fall"
"241","anthropology","ANTH 386","Humanitarian Interventions: EthicsPoliticsand Health","HTBA","SO","fall"
"242","anthropology","ANTH 391","Paleoclimate and Human Response","HTBA","SO","fall"
"243","anthropology","ANTH 397","Archaeology of East Asia","HTBA","SO","fall"
"244","anthropology","ANTH 401","Meaning and Materiality","HTBA","SO","spring"
"245","anthropology","ANTH 407","Origins of Complex Societies in West Africa","HTBA","SO","spring"
"246","anthropology","ANTH 409","Anthropology of Climate ChangePast and Present","Th 2:30pm-4:20pm","SO","fall"
"247","anthropology","ANTH 413","LanguageCultureand Ideology","HTBA","SO","fall"
"248","anthropology","ANTH 431","Anthropology of Handmade Commodities","HTBA","HU","fall"
"249","anthropology","ANTH 437","Anthropology of the Material World","HTBA","HU","spring"
"250","anthropology","ANTH 438","CulturePowerOil","HTBA","SO","spring"
"251","anthropology","ANTH 439","African Politics and Anthropology from the Nineteenth Century to the Present","HTBA","SO","fall"
"252","anthropology","ANTH 452","Ethnographic Fieldwork: Analysis and Practice","HTBA","SO","fall"
"253","anthropology","ANTH 454","Statistics for Archaeological Analysis","HTBA","not specified","spring"
"254","anthropology","ANTH 456","Reconstructing Human Evolution: An Ecological Approach","HTBA","SO","fall"
"255","anthropology","ANTH 457","Topics in Evolutionary Theory","HTBA","SO","both"
"256","anthropology","ANTH 459","Ethnopediatrics","HTBA","SO","spring"
"257","anthropology","ANTH 464","Human Osteology","HTBA","SO","spring"
"258","anthropology","ANTH 471","Readings in Anthropology","HTBA","not specified","fall"
"259","anthropology","ANTH 473","Abrupt Climate Change and Societal Collapse","HTBA","HU","spring"
"260","anthropology","ANTH 474","Anthropologies of Insurgency","HTBA","SO","spring"
"261","anthropology","ANTH 491","The Senior Essay","HTBA","not specified","both"
"262","applied-mathematics","AMTH 160","The Structure of Networks","TTh 11:35am-12:50pm","QR","spring"
"263","applied-mathematics","AMTH 222","Linear Algebra with Applications","not listed","QR","both"
"264","applied-mathematics","AMTH 244","Discrete Mathematics","MW 2:30pm-3:45pm","QR","fall"
"265","applied-mathematics","AMTH 247","Partial Differential Equations","TTh 1pm-2:15pm","QR","spring"
"266","applied-mathematics","AMTH 260","Basic Analysis in Function Spaces","TTh 1pm-2:15pm","QR","fall"
"267","applied-mathematics","AMTH 342","Linear Systems","HTBA","QR","fall"
"268","applied-mathematics","AMTH 361","Data Analysis","MW 2:30pm-3:45pm","QR","fall"
"269","applied-mathematics","AMTH 364","Information Theory","TTh 4pm-5:15pm","QR","spring"
"270","applied-mathematics","AMTH 428","Science of Complex Systems","HTBA","QR","fall"
"271","applied-mathematics","AMTH 480","Directed Reading","HTBA","not specified","both"
"272","applied-mathematics","AMTH 490","Senior Seminar and Project","W 2:30pm-4:20pm","not specified","spring"
"273","applied-mathematics","AMTH 491","Special Projects","HTBA","not specified","both"
"274","applied-physics","APHY 050","Science of Modern Technology","MW 2:30pm-3:45pm","SC","spring"
"275","applied-physics","APHY 100","Energy Technology and Society","MW 2:30pm-3:45pm","QR","fall"
"276","applied-physics","APHY 110","The Technological World","TTh 11:35am-12:50pm","QR","spring"
"277","applied-physics","APHY 151","Multivariable Calculus for Engineers","not listed","QR","both"
"278","applied-physics","APHY 194","Ordinary and Partial Differential Equations with Applications","TTh 9am-10:15am","QR","both"
"279","applied-physics","APHY 321","Semiconductor Silicon Devices and Technology","HTBA","QR","spring"
"280","applied-physics","APHY 322","Electromagnetic Waves and Devices","TTh 1pm-2:15pm","QR","spring"
"281","applied-physics","APHY 439","Basic Quantum Mechanics","TTh 2:30pm-3:45pm","QR","fall"
"282","applied-physics","APHY 448","Solid-State Physics I","TTh 1pm-2:15pm","QR","fall"
"283","applied-physics","APHY 449","Solid-State Physics II","TTh 2:30pm-3:45pm","QR","spring"
"284","applied-physics","APHY 458","Principles of Optics with Applications","TTh 11:35am-12:50pm","QR","fall"
"285","applied-physics","APHY 471","Special Projects","HTBA","not specified","fall"
"286","archaeological-studies","ARCG 030","Inca Culture and Society","HTBA","SO","spring"
"287","archaeological-studies","ARCG 171","Great Civilizations of the Ancient World","HTBA","SO","spring"
"288","archaeological-studies","ARCG 172","Great Hoaxes and Fantasies in Archaeology","HTBA","SO","fall"
"289","archaeological-studies","ARCG 232","Ancient Civilizations of the Andes","HTBA","SO","spring"
"290","archaeological-studies","ARCG 267","Human Evolution","HTBA","SO","spring"
"291","archaeological-studies","ARCG 316","Introduction to Archaeological Laboratory Sciences","HTBA","not specified","not specified"
"292","archaeological-studies","ARCG 320","Mesopotamian Origins","HTBA","SO","fall"
"293","archaeological-studies","ARCG 326","Ancient Civilizations of the Eurasian Steppes","HTBA","SO","spring"
